Código;Descrição Resumida
100006555;CAMERA VIDEO P/ CONFERENCIA PTZ USB
100004538;PATCH VOICE 50 PORTAS RJ 45
100004314;CONVERSOR MIDIA
100004117;UNIDADE GRAVADORA INTERNA BLU-RAY
100004074;BENS DIVERSOS PEQUENO VALOR (NAO EMPLAQUETAVEL) P/ COMPLEMENTO NOTA FISCAL
100003985;POWER INJECTOR 802.3AF - GIGABIT
100003984;CONVERSOR MIDIA 10/100 RJ-45/SC
100003973;PATCH PANEL 24 PORTAS 6A
100003912;CAMERA VIDEO WEBCAM TIPO 2
100003911;BATERIA ESTACIONARIA 220AH/240AH
100003891;SWITCH CHAVEADOR 4 PORTAS USB
100003594;CAMERA VIDEO WEBCAM 5.0 MEGA PIXELS
100003510;PATCH PANEL 24 PORTAS 5E
100003151;PATCH PANEL 24 PORTAS 6
100002998;PONTEIRA LASER C/ PASSADOR SLIDES
100002961;UNIDADE GRAVADORA DVD EXTERNA
100002960;SUBWOOFER P/ COMPUTADOR
100001392;CAMERA VIDEO WEBCAM
100000841;UNIDADE GRAVADORA INTERNA CD-ROM E DVD-ROM
100000641;CAMERA VIDEO P/ CONFERENCIA
100000332;UNIDADE GRAVADORA / LEITORA CD-ROM INTERNA
100000331;UNIDADE GRAVADORA DVD-ROM INTERNA
100005429;SOFTWARE P/ PROGRAMAÇAO SIRENES ALERTA E ALARME SONORO E VISUAL E NA PCD PLUVIOMÉTRICA
100005428;SOFTWARE P/ PROGRAMAÇAO ROTINAS COLETA E ARMAZENAMENTO DE DADOS
100004065;SISTEMA GESTAO JUNTA PERICIA MEDICA MUNICIPAL
100003543;SISTEMA ARMAZENAMENTO DADOS DISCO
100003262;SOFTWARE P/ MICROCOMPUTADOR
100000248;SISTEMA OPERACIONAL
100006684;LEITOR CODIGO BARRAS S/ FIO C/ BASE RECARREGAVEL
100006109;GRAVADOR VIDEO NVR
100005909;LEITOR CODIGO BARRAS C/ FIO
100005908;LEITOR CODIGO BARRAS S/ FIO
100005833;LEITOR CODIGO BARRAS LASER
100005288;LEITOR CODIGO BARRAS TIPO PISTOLA LASER C/ CONEXAO USB
100005058;LEITOR BIOMETRICO C/ GARANTIA 12 MESES
100004944;GRAVADOR DVD-RAM / DVD-R PORTATIL
100004763;LEITORA P/ CADASTRO CARTOES
100004710;LEITOR CODIGO BARRAS CONEXAO VIA PORTA USB BI-DIRECIONAL
100004219;LEITOR BIOMETRICO IMPRESSAO DIGITAL (SUSPREV)
100003948;LEITOR BIOMETRICO C/ ANTI-FRAUDE
100003943;HD EXTERNO 320 GB
100003942;HD EXTERNO 500 GB
100003803;HD EXTERNO 01 TB
100003627;LOUSA ELETRONICA
100003430;FITA DAT BACK-UP ARQUIVOS
100002958;LEITOR BIOMETRICO IMPRESSAO DIGITAL
100002260;LEITOR CODIGO BARRAS LASER COMPATIVEL C/ SISTEMA ASI
100001522;GRAVADOR DVD-RAM / DVD-R 16 HORAS GRAVAÇAO
100006225;DATA LOGGER 256 KB
100005959;PLATAFORMA COLETA DADOS (PCD) P/ MONITORAMENTO METEREOLOGICO SALVADOR
100005958;PLATAFORMA COLETA DADOS (PCD) P/ MONITORAMENTO PLUVIOMETRICO SALVADOR
100005408;PLATAFORMA COLETA DADOS (PCD) P/ MONITORAMENTO HIDROLOGICO SALVADOR
100006765;ARMARIO MADEIRA 02 PORTAS BRANCO C/ RODIZIOS 1,88M X 0,55M X 0,39M
100006683;CAMA EMPILHAVEL 80KG 14X 54X133CM
100006682;CONJUNTO REFEITORIO ADULTO 10 LUGARES TERMOPLASTICO 4000X800MM
100006681;CONJUNTO REFEITORIO ADULTO 08 LUGARES TERMOPLASTICO 3200X800MM
100006680;CONJUNTO REFEITORIO ADULTO 06 LUGARES TERMOPLASTICO 2400X800MM
100006679;CONJUNTO REFEITORIO 10 LUGARES INFANTIL
100006678;CONJUNTO REFEITORIO 08 LUGARES INFANTIL
100006677;CONJUNTO REFEITORIO 06 LUGARES INFANTIL
100006614;BERÇO ACRÍLICO S/ AQUECIMENTO P/ RECEM NASCIDO
100006496;CONJUNTO MESA C/ 04 CADEIRAS AÇO TUBULAR
100006269;MESA REFEITORIO CHAPA MDF BP BRANCA 1800 X 770MM
100006268;MESA REFEITORIO CHAPA MDF BP BRANCA 2200 X 770MM
100006232;CONJUNTO REFEITORIO INFANTIL 04 LUGARES TERMOPLASTICO 1600X800MM
100006213;CONJUNTO MESA C/ 04 CADEIRAS MDF/MDP
100006212;CAMA BOX CONJUGADA CASAL 138 X 57 X 188 CM
100006051;SOFA 02 LUGARES TECIDO 1330 MM X 760MM X 800MM
100005860;BELICHE AÇO CINZA - USO CMB/SPMJ
100005818;ARMARIO COZINHA
100005776;CRIADO MUDO MDF 15 MM - USO CMB/SPMJ
100005774;CAMA AÇO CINZA
100005769;BERÇO AÇO C/ GRADES ABAIXAR - USO CMB/SPMJ
100005723;BELICHE AÇO REFORÇADO 900X1900X1500MM
100005693;CAMA ACOPLADA
100005659;CAMA BOX CONJUGADA SOLTEIRO 88CM X 42CM X 188CM
100005444;ARMARIO COZINHA AÇO 3 PORTAS C/ VIDROS E PUXADORES BRANCO 1,20X0,55X0,29
100005434;ASSENTO ELEVAÇAO INFANTIL P/ AUTOMOVEL
100005399;CADEIRA INFANTIL P/ AUTOMOVEL
100005398;BEBE CONFORTO ENCOSTO REMOVIVEL
100005329;CONJUNTO MESA INFANTIL MADEIRA C/ 04 CADEIRAS
100005328;CONJUNTO REFEITORIO ADULTO 04 LUGARES TERMOPLASTICO 1600X800MM
100005286;CARRINHO P/ BEBE INDIVIDUAL
100005114;BELICHE MDF
100005084;CAMA COMUM (NAO HOSPITALAR) - USO DIRETORIA ATENÇAO SAUDE
100005050;ARMARIO PAREDE 3 PORTAS INOX 120 X 55 X 30MM
100005049;MESA LISA FIXA/BANCADA AÇO INOX 180X70X90CM
100005039;CADEIRA MUSICAL SINCRONIZADA 18 KG
100004404;BERÇO MDF S/ RODIZIOS 1300 X 600 X 120MM
100004356;GUARDA-ROUPA MDF 04 PORTAS 03 GAVETAS
100004355;COMODA P/ QUARTO MDF 960MM X 910MM X 480MM
100004354;CONJUNTO JANTAR MADEIRA C/ 08 CADEIRAS
100004173;PRATELEIRA DUPLA SUSPENSA AÇO 40 X 50 CM
100004172;PRATELEIRA DUPLA SUSPENSA AÇO 150 X 50 CM
100004171;ESTANTE METALICA AÇO INOX 150 X 50 CM
100004170;ARMARIO AÇO 70 X 70 CM
100004169;MESA LISA FIXA/BANCADA AÇO INOX 140 X 70 CM
100004073;COMODA MADEIRA
100004033;CAMA EMPILHAVEL
100004027;BERÇO MDF/MDP C/ RODIZIOS 1200X600X130
100004000;MESA P/ REFEITORIO BRANCA 1300 X 750
100003965;APARADOR DECORATIVO MADEIRA
100003810;ARMARIO SUPERIOR MDF CINZA 2800X350X600
100003809;ARMARIO SOB BANCADA MDF CINZA 2800X500X600 MM
100003807;ARMARIO SOB BANCADA MDF 1300X400X700MM - FMLF
100003783;MESA TUBULAR
100003629;SAPATEIRA MADEIRA
100003303;MESA P/ TV E VIDEO
100003302;MESA REFEITORIO
100003301;GUARDA-ROUPA MADEIRA
100003300;BERÇO MADEIRA
100003299;CAMA BELICHE
100003196;BELICHE MADEIRA PINUS 800 X 1900 X 1600MM
100002870;MESA P/ REFEITORIO 06 LUGARES VERDE AGUA OU AZUL PISCINA 700 X 1200MM
100002723;BICAMA MADEIRA
100002448;MESA P/ COPA ALUMINIO (MESA GOURMET)
100002274;MESA P/ COPA TAMPO MARMORE 06 CADEIRAS
100002117;MESA P/ COPA MADEIRA 04 BANCOS FIXOS FORMICA BRANCA
100001927;APARADOR DECORATIVO AÇO INOX C/ PRATELEIRA 1400 X 850 X 400MM
100001615;MESA P/ COPA MADEIRA 04 BANCOS FIXOS FORMICA BEGE
100001571;MESA REFEITORIO MADEIRA 06 ASSENTOS MARFIM 1800 X 800 X 720 A 750MM
100001289;BELICHE MDF 900 X 1900 X 1600MM
100001288;BELICHE AÇO 800 X 1900 X 1500MM
100001237;ARMARIO COZINHA MDF 03 PORTAS BRANCO 1200 X 600 X 400MM
100001235;ARMARIO COZINHA AÇO 03 PORTAS BRANCO 1200 X 550 X 300MM
100000414;ARMARIO COZINHA AÇO 06 PORTAS
100000298;MESA PLASTICA
100000169;CAMA SOLTEIRO 1900 X 800 X 900MM
100000149;ARMARIO COZINHA AÇO 03 PORTAS 1200 X 400 X 600MM
100004548;BEBEDOURO CANINO
100006829;SUPORTE P/ BOBINA
100006828;ESTANTE METALON MDF ITAPUA
100006827;MESA P/ IMPRESSORA C/ FLOREIRA TAMPO MDF AZUL ASTRAL
100006826;BANCO C/ FLOREIRA P/ LOUNGE MDF AZUL ASTRAL
100006825;PAINEL TRAMA MDF AZUL ASTRAL
100006824;PAINEL MDF ITAPUA
100006823;ESTANTE MDF AZUL ASTRAL
100006822;ESTANTE MDF ITAPUA
100006821;ARMARIO SUPERIOR MDF AZUL ASTRAL
100006820;ARMARIO INFERIOR MDF AZUL ASTRAL
100006793;"SUPORTE PEDESTAL VIDEOCONFERENCIA CO/ RODIZIOS TV 32"" A 75"""
100006786;QUADRO AVISO CORTIÇA MOLDURA ALUMINIO 1200 X 900MM
100006776;MESA DOBRAVEL 1,20M X 60CM
100006768;SUPORTE P/ P/ PAINEL FESTA
100006764;MESA REUNIAO 2000X900X740 MM
100006763;"BALCAO ATENDIMENTO ""L"" 1800 X 1800MM/ 600 A 800MM/1100MM"
100006762;BALCAO ATENDIMENTO RETO 1000X 600X 1100 MM
100006761;BALCAO ATENDIMENTO RETO 1400 MM X 600 X 1100 MM
100006760;BALCAO ATENDIMENTO RETO 1800X 600X 1100 MM
100006759;ARMARIO MESA C/ 02 PORTAS 800 X 600 X 740 MM
100006758;ARMARIO ALTO 02 1/2 PORTAS 800X450X1600 MM
100006757;ARMARIO BAIXO 04 PORTAS 1600 MMX450X740 MM
100006756;ARMARIO ALTO 02 PORTAS 800X450X1600 MM
100006755;ARMARIO MEDIO 02 PORTAS 800X450X1100 MM
100006754;ARMARIO BAIXO 02 PORTAS 800X 450X 740 MM
100006753;GAVETEIRO VOLANTE C/ 4 GAVETAS
100006752;GAVETEIRO VOLANTE C/ 3 GAVETAS
100006751;GAVETEIRO PEDESTAL LATERAL C/ 2 GAVETAS 1 GAVETAO
100006750;GAVETEIRO FIXO C/ 2 GAVETAS
100006749;"MESA FORMATO ""L"" BIPARTIDA 2200X2100X900X600X740MM"
100006748;"MESA FORMATO ""L"" BIPARTIDA 1800X1800X800X600X740MM"
100006747;"MESA FORMATO ""L "" BIPARTIDA 1600X1600X800X600X740MM"
100006746;MESA REUNIAO 2400X900X740
100006745;MESA REDONDA 1100 X 745 MM
100006744;"MESA FORMATO ""L"" 1600X1600X600X740"
100006743;"MESA FORMATO ""L"" 1400X1400X600X740"
100006742;"MESA FORMATO ""L"" 1400X1600X600X740"
100006741;MESA RETANGULAR 1800X700X740 MM
100006740;MESA RETANGULAR 1600X700X740 MM
100006739;MESA RETANGULAR 1350X600X740MM
100006738;MESA RETANGULAR MDP 18MM 1200X600X740MM
100006737;MESA RETANGULAR MDP 18MM 1000X600X740
100006736;MESA RETANGULAR MDP 18MM 800X600X740 MM
100006735;CADEIRA GIRATORIA ESPALDAR ALTO TELA C/ APOIO CABEÇA
100006734;CADEIRA DIRETOR APROXIMAÇAO C/ ENCOSTO TELA
100006733;CADEIRA GIRATORIA ESPALDAR ALTO TELA
100006732;CADEIRA FIXA TELA
100006731;SOFA 02 LUGAR
100006730;SOFA 01 LUGAR
100006729;CADEIRA GIRATORIA TELA
100006728;LONGARINA 03 LUGARES PLASTICA
100006727;LONGARINA 02 LUGARES PLASTICA
100006726;CADEIRA FIXA PLASTICA
100006725;CADEIRA FIXA UNIVERSITARIA POLIPROPILENO C/ PRANCHETA ESCAMOTEAVEL
100006724;SOFA 03 LUGARES
100006723;LONGARINA POLTRONA 03 LUGARES C/ BRAÇOS
100006722;LONGARINA POLTRONA 02 LUGARES C/ BRAÇOS
100006721;LONGARINA CADEIRA 03 LUGARES S/ BRAÇO
100006720;LONGARINA 02 LUGARES S/ BRAÇO
100006719;POLTRONA FIXA C/ PRANCHETA PORTA LIVROS
100006718;POLTRONA FIXA TRAPEZOIDAL C/ PRANCHETA DOBRAVEL PORTA LIVRO
100006717;POLTRONA PRESIDENTE.
100006716;POLTRONA DIRETOR GIRATORIA C/ REGULAGENS BRAÇOS REGULAVEIS
100006715;POLTRONA DIRETOR FIXA C/ BRAÇO
100006714;CADEIRA FIXA C/ BRAÇOS
100006713;CADEIRA FIXA S/ BRAÇOS
100006712;CADEIRA GIRATORIA C/ BRAÇOS.
100006711;CADEIRA GIRATORIA S/ BRAÇOS.
100006710;"SUPORTE FIXO PISO P/ TELAS INTERATIVAS DIGITAIS 75"" E 86"""
100006709;"SUPORTE MOVEL P/ TELAS INTERATIVAS DIGITAIS 75"" E 86"""
100006584;EMENDA PARLAMENTAR ARQUIVO AÇO INOX
100006583;EMENDA PARLAMENTAR CADEIRA GIRATORIA C/ BRAÇOS FIXO
100006582;EMENDA PARLAMENTAR ARMARIO AÇO VERTICAL 02 PORTAS
100006571;CADEIRA FIXA ESTOFADA SECRETARIA ADULTO
100006438;TAMPO P/ CONJUGAR ARMARIO BP ESPECIAL
100006437;CONJUNTO ARMARIO CONJUGADO BAIXO C/ PRATELEIRA 2400X490X740MM
100006436;PUFF HEXAGONAL Ø 550 X 450 MM
100006435;MESA REUNIAO CIRCULAR ALTA Ø 700X1050 (ØXH)
100006389;ARMARIO ESTANTE DUPLA FACE 100,00X200,00X58,00CM
100006388;POLTRONA FIXA S/ BRAÇOS POLIPROPILENO
100006297;ARQUIVO P/ ESCRITORIO
100006296;"SUPORTE P/ CHAO C/ RODINHAS TV 65"""
100006295;"SUPORTE P/ TV ULTRA SLIM P/ PAREDE DRYWALL ATE 85"" AÇO CARBONO"
100006294;"SUPORTE P/ TV ULTRA SLIM P/ PAREDE DRYWALL ATE 65"" AÇO CARBONO"
100006287;BALCAO CURVO (90º) ATENDIMENTO ALTO 2200MM X 1130MM X 684MM
100006286;ARMARIO MEDIO C/ 2 PORTAS 600X400X1080MM
100006285;ARMARIO BAIXO C/ 02 PORTAS 600X400X740MM
100006284;LONGARINA 02 ASSENTOS
100006283;LONGARINA 03 ASSENTOS
100006282;CADEIRA FIXA ALTA C/ BASE TRAPEZOIDAL
100006281;CADEIRA C/ PRANCHETA DOBRAVEL BASE QUATRO PES
100006280;CADEIRA GIRATORIA C/ BRAÇOS
100006279;CADEIRA GIRATORIA CADEIRA C/ BRAÇOS BASE TRAPEZOIDAL
100006278;MESA APOIO TAMPO REDONDO Ø400X530MM
100006277;DIVISOR TERMINAL P/ MESAS 989 X 584MM
100006276;DIVISOR TERMINAL P/ MESAS 598X569MM
100006275;"MESA FORMATO ""L"" MDP 1600X2100X740 MM"
100006274;MESA RETA 1600X700X740MM
100006273;MESA RETA 1200X900X755MM
100006272;MESA RETA 800X600X740MM
100006271;MESA RETA 1200X600X740MM
100006265;BALCAO APOIO EXECUTADO EM MARCENARIA C/ MDF 2550 X 1000 X 600MM
100006264;ARMARIO MDF BRANCO DIAMANTE 4 PORTAS 3 GAVETAS
100006263;CADEIRA ISO PLASTICA AZUL
100006262;CADEIRA ISO PLASTICA LARANJA
100006261;PUFF CIRCULAR Ø689X450MM C/ALÇA
100006260;PUFF CIRCULAR Ø471X450 MM C/ALÇA
100006259;PUFF CIRCULAR Ø688X440
100006258;PUFF CIRCULAR Ø486X440MM
100006257;SOFA MODULAR CONCAVO S/ ENCOSTO
100006256;SOFA MODULAR CONCAVO C/ ENCOSTO 983X760X760MM
100006255;SOFA MODULAR CONVEXO C/ ENCOSTO 971X760X760MM
100006254;SOFA FIXO CURVO 3000X980X1400MM
100006252;SUPORTE P/ PROJETOR PROJETOR TETO C/ BANDEJA BRANCO
100006229;BANCADA ALTA P/ APOIO COMPUTADORES MDF 3,83X 0,65 X 0,52M
100006228;ARMARIO INFERIOR 02 PORTAS MDF ITAPUA 0,70X 0,75X 0,54M
100006227;MESA REUNIAO P/ OITO PESSOAS MDF ITAPUA 2,80 X 1,40 X 0,75M
100006226;"BALCAO ATENDIMENTO ""L"" 2850 X 750 X 2790 X 700MM"
100006221;MESA P/ REFEITORIO INFANTIL 04 CADEIRAS CONJUGADAS AMARELO 1200MM X 800MM X 40MM
100006220;MESA P/ REFEITORIO ADULTO 04 CADEIRAS CONJUGADAS AZUL 1200MM X 800MM X 40MM
100006210;ESTANTE ABERTA AÇO 07 PRATELEIRAS CINZA 1980MM X 920MM X 300MM
100006194;ARQUIVO AÇO 04 (QUATRO) GAVETAS P/ PASTA SUSPENSA 470MM X 600MM X 1330MM
100006193;ESTANTE DESMONTAVEL 06 (SEIS) PRATELEIRAS 900MM X 450MM X 1980MM
100006192;ARMARIO AÇO 04 (QUATRO) PRATELEIRAS 900MM X 450MM X 1980MM
100006185;MESA REUNIAO AUTOPORTANTE 08 LUGARES - USO CMB/SPMJ
100006151;POLTRONA INTERLOCUTOR ESPALDAR MEDIO REVESTIMENTO TELA 100% POLIESTER PRETA
100006150;SOFA 03 LUGARES TECIDO OU VINIL ASSENTO:542X491 MM/BRAÇO E ENCOSTO UNICA ESTRUTURA:2000 X 756MM
100006149;SOFA 02 LUGARES TECIDO OU VINIL ASSENTO:1225X491 MM/BRAÇO E ENCOSTO UNICA ESTRUTURA:1400 X 756MM
100006148;SOFA 01 LUGAR TECIDO OU VINIL ASSENTO: 542X491 MM/BRAÇO ENCOSTO UNICA ESTRUTURA: 723 X 756
100006147;ESTANTE MODULAR C/ ESTRUTURA METALICA E NICHOS
100006146;POLTRONA GIRATORIA ESPALDAR MEDIO TELADA C/ APOIO LOMBAR C/ BRAÇOS INCLINAÇAO INDEPENDENTE
100006145;POLTRONA GIRATORIA PRESIDENTE C/ APOIO CABEÇA ENCOSTO C/ TELA 100% POLIESTER
100006144;LONGARINA 03 LUGARES C/ BRAÇOS POLIPROPILENO ENCOSTO BAIXO:470X245MM/ASSENTO:440X470MM
100006143;LONGARINA 03 LUGARES S/ BRAÇOS POLIPROPILENO ENCOSTO BAIXO 1807X615X840MM
100006142;LONGARINA 02 LUGARES C/ BRAÇOS POLIPROPILENO ENCOSTO BAIXO:470X245MM/ASSENTO:440X470MM
100006141;LONGARINA 02 LUGARES S/ BRAÇOS POLIPROPILENO ENCOSTO BAIXO:470X245MM/ASSENTO:440X470MM
100006140;CADEIRA FIXA S/ BRAÇOS POLIPROPILENO ASSENTO:440X470/ENCOSTO: 470X245 MM
100006135;POLTRONA C/ BASE MADEIRA NATURAL TAUARI CREPE AZUL 1116MM X 691MM
100006134;BANQUETA C/ APOIO MADEIRA NATURAL TAUARI AZUL 582MM X 1041MM
100006133;CADEIRA C/ APOIO MADEIRA NATURAL TAUARI AZUL 582MM X 707-833MM X 751MM
100006132;CADEIRA C/ APOIO MADEIRA NATURAL TAUARI BRANCA 582MM X 707- 833MM X 751MM
100006131;PAINEL SUSPENSO P/ TV
100006129;SUPORTE P/ MESA/ESTAÇAO TRABALHO P/ 02 (DOIS) MONITORES ARTICULADOS
100006128;SUPORTE P/ MESA/ESTAÇAO TRABALHO P/ 01 (UM) MONITOR ARTICULADO
100006127;ARMARIO ARMARIO ALTO DUAS PORTAS TIPO CHARNEIRA (C/ PRATELEIRA) - USO SPMJ
100006126;ESTAÇAO TRABALHO REV 01 (01 MODULO)
100006125;MESA REUNIAO FORMADA POR MODULO RETANGULOS - USO SPMJ
100006124;MESA ATENDIMENTO INDIVIDUAL - USO SPMJ
100006123;ESTAÇAO TRABALHO REV 04 (04 MODULOS) - USO SPMJ
100006122;ESTAÇAO TRABALHO REV 02 (02 MODULOS) - USO SPMJ
100006047;EMENDA PARLAMENTAR ARMARIO AÇO
100006046;EMENDA PARLAMENTAR ARQUIVO
100006045;EMENDA PARLAMENTAR CADEIRA GIRATORIA
100006044;EMENDA PARLAMENTAR GAVETEIRO
100006043;EMENDA PARLAMENTAR MESA TRABALHO
100005982;MESA P/ NOTEBOOK
100005963;ARMARIO CHAVES CLAVICULARIO
100005942;ARQUIVO DESLIZANTE
100005841;PRANCHETA P/ DESENHO MADEIRA
100005840;PORTA CARTAO PONTO CHAPEIRA
100005837;MESA P/ COMPUTADOR
100005824;EXPOSITOR INFANTIL
100005821;CADEIRA FIXA C/ BRAÇO
100005793;SOFA 03 LUGARES - USO CMB/SPMJ
100005792;SOFA 02 LUGARES - USO CMB/SPMJ
100005791;POLTRONA USO CMB/SPMJ
100005790;"POSTO TRABALHO FORMATO ""U"" SUPERFICIES AUTOPORTANTES E INTERLIGADAS - USO CMB/SPMJ"
100005789;MESA REUNIAO MODULOS DIVERSOS RETANGULOS SEMICIRCULO E/OU ARCO - USO CMB/SPMJ
100005788;MESA REUNIAO AUTOPORTANTE 04 LUGARES - USO CMB/SPMJ
100005787;MESA P/ REFEITORIO AUTOPORTANTE - USO CMB/SPMJ
100005786;MESA MODULAVEL C/ FORMATO TRAPEZOIDAL- USO CMB/SPMJ
100005785;MODULO BALCAO RECEPÇAO P/ TRIAGEM C/ ABAS LATERAIS MESA ATENDIMENTO INDIVIDUAL - USO CMB/SPMJ
100005784;ARMARIO MULTIUSO C/ 04 PORTAS - USO CMB/SPMJ
100005783;ARMARIO MULTIUSO C/ 02 PORTAS - USO CMB/SPMJ
100005782;GAVETEIRO MOVEL EXECUTADO MDF APOIADO SOBRE RODIZIOS - USO CMB/SPMJ
100005781;ESTANTE MODULAR AÇO C/ 04 COLUNAS - USO CMB/SPMJ
100005775;CONJUNTO 03 (TRES) CADEIRAS FIXAS SOBRE LONGARINA AÇO - USO CMB/SPMJ
100005773;CADEIRA BASE FIXA P/ REFEITORIO - USO CMB/SPMJ
100005772;CADEIRA OPERACIONAL GIRATORIA CORPORATIVA C/ BRAÇOS - USO CMB/SPMJ
100005771;CADEIRA GIRATORIA ESPALDAR C/ BRAÇOS - USO SPMJ
100005770;CADEIRA OPERACIONAL BASE FIXA EMPILHAVEL - USO CMB/SPMJ
100005768;ARMARIO BAIXO DUAS PORTAS TIPO CHARNEIRA - USO CMB/SPMJ
100005767;ARMARIO ALTO DUAS PORTAS TIPO CHARNEIRA (P/ PASTA SUSPENSA) - USO SPMJ
100005766;MESA ESTRUTURA METALICA PRETO LISO 2400X1200MM
100005765;POLTRONA ENCOSTO TELA ASSENTO TECIDO APOIO LOMBAR
100005764;DIVISOR MESA P/ ESTAÇAO LINEAR 1000X260MM GRAFITE P/ SEGOV
100005763;ESTAÇAO LINEAR LINHA 5100X1400MM 04 PAINEIS DIVISORES P/ SEGOV
100005762;MESA REUNIAO CIRCULAR 1000X1000MM ESTRUTURA METALICA P/ SEGOV
100005761;MESA BP LISO C/ PAINEL FRONTAL 1400X600MM P/ SEGOV
100005760;MESA RETANGULAR 1200X600MM P/ SEGOV
100005759;CADEIRA FIXA C/ BRAÇOS MADEIRA - SEGOV
100005758;CADEIRA GIRATORIA C/ BRAÇOS EM MADEIRA P/ SEGOV
100005757;POLTRONA BASE METALICA FIXA SUSPENSA P/ SEGOV
100005756;MESA RETA 1400X800MM P/SPMJ
100005755;MESA RETA 1200X800MM P/SPMJ
100005754;MESA P/ IMPRESSORA
100005753;MESA IMPRESSORA
100005708;POLTRONA FIXA BASE SUSPENSA C/ BRAÇO FIXO TECIDO 100% POLIESTER OU VINIL
100005707;POLTRONA GIRATORIA DIRETOR C/BRAÇOS ESPALDAR MEDIO
100005706;POLTRONA GIRATORIA PRESIDENTE C/BRAÇOS ESPALDAR ALTO
100005699;MESA CENTRO
100005678;CADEIRA DOBRAVEL ACOLCHOADA BRANCA 50,2CM X 46,5CM X 74,2CM
100005676;MESA DOBRAVEL C/ LOGOMARCA 1,80 X 76 X 74CM
100005669;BANQUETA ARTICULADA MADEIRA
100005513;RACK PAREDE MADEIRA C/ 3 PRATELEIRAS 341X470X480MM
100005504;ARMARIO AÇO CARBONO 02 PORTAS S/ PRATELEIRAS 1,214X510X405CM
100005502;ARMARIO ARQUIVO MEDIO PASTA SUSPENSA 04 GAVETAS ARGILA 1250 X 460 X 500MM
100005501;ARMARIO CHAVES CLAVICULARIO AÇO 60 CHAVES
100005424;SUPORTE P/ INSTALAÇAO PCD/SENSORES
100005332;SUPORTE P/ LEITURA REGULAVEL/AJUSTAVEL MDF 40CM X 30CM
100005330;BANCO SERIADO MADEIRA COMPENSADO
100005310;ARMARIO ROUPEIRO GUARDA-ROUPA AÇO 20 PORTAS CINZA 1960 X 1230 X 360MM
100005258;EMENDA PARLAMENTAR GAVETEIRO AÇO
100005234;EMENDA PARLAMENTAR MESA TRABALHO MDP 3 GAVETAS
100005163;MESA P/ TELEFONE
100005162;BALCAO PVC 110 X 90X 40CM OUVIDORIA/GABP
100005159;MESA P/ COMPUTADOR BASE MADEIRA/MDP/ MDF/ SIMILAR - P/ USO SMS
100005105;MESA P/ COMPUTADOR MADEIRA/MDP/MDF/SIMILAR - P/ USO SMS
100005093;SUPORTE P/ TELEVISAO - USO DIRETORIA ATENÇAO SAUDE
100005092;LONGARINA 03 LUGARES - USO DIRETORIA ATENÇAO SAUDE
100005091;CADEIRA POLIPROPILENO - USO DIRETORIA ATENÇAO SAUDE EMENDA PARLAMENTAR
100005090;BANQUETA DOBRAVEL - USO DIRETORIA ATENÇÃO SAUDE
100005089;ESTANTE 06 PRATELEIRAS - USO DIRETORIA DE ATENÇÃO SAUDE
100005088;ARMARIO AÇO 1800 X 700 MM / 2100 X 1100 MM - USO DIRETORIA ATENÇAO SAUDE
100005087;MESA ESCRITORIO - USO DIRETORIA ATENÇAO SAUDE
100005086;MESA REUNIAO REDONDA MDP/MDF/SIMILAR 1,20M X 1,20M - USO DIRETORIA ATENÇAO SAUDE
100005085;MESA P/ REFEITORIO - USO DIRETORIA ATENÇAO SAUDE
100004904;ARMARIO P/ GUARDA VOLUMES ESCANINHOS INDIVIDUAIS
100004903;ARMARIO ROUPEIRO TIPO ROUPEIRO INDIVIDUAL 2100 X 400 X 350MM
100004890;ESTANTE ABERTA AÇO GALVANIZADO 07 PRATELEIRAS REGULAVEIS 190 X 1,20 X 0,50 CM
100004889;ESTANTE ABERTA AÇO 10 PRATELEIRAS 920 X 400 X 1980MM
100004885;QUADRO AVISO MAGNETICO BRANCO MOLDURA ALUMINIO 1,50 X 2,50 X 2CM
100004874;GAVETEIRO TIPO COLMEIA P/ MEDICAMENTO 10 GAVETAS
100004873;SOFA 03 LUGARES C/ BRAÇO COURVIN AZUL ROYAL 1500 X 500 X 750MM
100004872;SOFA 02 LUGARES C/ BRAÇO COURVIN AZUL ROYAL 1500 X 500 X 750MM
100004870;POLTRONA GIRATORIA C/ BRAÇOS ESPALDAR ALTO CURVIM AZUL ROYAL
100004869;GAVETEIRO BAIXO MDP 02 GAVETAS 01 GAVETAO P/ PASTA SUSPENSA CINZA
100004867;CADEIRA GIRATORIA DIRETOR C/ BRAÇOS CURVIM AZUL ROYAL
100004866;CADEIRA GIRATORIA C/ BRAÇO ENCOSTO MEDIO CURVIM AZUL ROYAL
100004865;CADEIRA FIXA P/ MESA REUNIAO S/ BRAÇO CURVIM AZUL ROYAL
100004864;CADEIRA ENCOSTO MEDIO C/ BRAÇO CURVIM AZUL ROYAL
100004863;CADEIRA GIRATORIA DIGITADOR C/ BRAÇO ENCOSTO BAIXO CURVIM AZUL ROYAL
100004861;BANCO P/ VESTIARIO MADEIRA 920X 1000X 300MM
100004770;SUPORTE P/ QUADRO AÇO
100004750;MESA RETA MDP C/ PROTEÇAO ANTIBACTERIANA 1200X600X740MM
100004749;MESA RETANGULAR TAMPOS BIPARTIDO MDP 900 X 795 X 670 A 960 MM
